place_idx,place_name,place_county,place_po_start,place_po_end,gnis_idx,gnis_id,gnis_name,gnis_county,gnis_feature_class,confidence,match_strategy,notes
136,Altomville,Hawkins,1897.0,1901.0,28918.0,1647041.0,Altonville,Hawkins,Populated Place,95.0,FUZZY_GENERAL,"Fuzzy match (score: 90.0), same county"
141,Atonville,Hawkins,1897.0,1901.0,28918.0,1647041.0,Altonville,Hawkins,Populated Place,99.73684210526316,FUZZY_GENERAL,"Fuzzy match (score: 94.73684210526316), same county"
142,Altonville,Hawkins,1897.0,1901.0,28918.0,1647041.0,Altonville,Hawkins,Populated Place,100.0,EXACT_MATCH,Exact name and county match
149,Ambro,Franklin,,1898.0,330.0,1310508.0,Ambro (historical),Grainger,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
172,Anderson,Coffee,,,30643.0,1275675.0,Anderson,Coffee,Populated Place,100.0,EXACT_MATCH,Exact name and county match
173,Anderson,Franklin,,,30773.0,1314583.0,Anderson,Franklin,Populated Place,100.0,EXACT_MATCH,Exact name and county match
174,Anderson,Overton,,,33043.0,1275676.0,Anderson,Overton,Populated Place,100.0,EXACT_MATCH,Exact name and county match
201,Antioch,Bedford,,,28747.0,1275782.0,Antioch,Bedford,Populated Place,100.0,EXACT_MATCH,Exact name and county match
202,Antioch,Crockett,,,881.0,1313297.0,Antioch (historical),Dickson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
202,Antioch,Crockett,,,28747.0,1275782.0,Antioch,Bedford,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
202,Antioch,Crockett,,,28894.0,1309511.0,Antioch,Loudon,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
206,Antioch,Gibson,,1874.0,881.0,1313297.0,Antioch (historical),Dickson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
206,Antioch,Gibson,,1874.0,28747.0,1275782.0,Antioch,Bedford,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
206,Antioch,Gibson,,1874.0,28894.0,1309511.0,Antioch,Loudon,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
212,Antioch,Marion,,,881.0,1313297.0,Antioch (historical),Dickson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
212,Antioch,Marion,,,28747.0,1275782.0,Antioch,Bedford,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
212,Antioch,Marion,,,28894.0,1309511.0,Antioch,Loudon,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
220,Apison,James,,1919.0,32399.0,1275817.0,Apison,Hamilton,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
225,Bald Hill,Roane,,,630.0,1310682.0,Bald Hill (historical),Claiborne,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
225,Bald Hill,Roane,,,21843.0,1276206.0,Bald Hill,Sullivan,Summit,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
225,Bald Hill,Roane,,,26682.0,1276205.0,Bald Hill,Washington,Summit,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
228,Ball Play,Monroe,,,29064.0,1646993.0,Ballplay,Monroe,Populated Place,99.11764705882352,FUZZY_GENERAL,"Fuzzy match (score: 94.11764705882352), same county"
230,Ball Point,Grainger,,,29782.0,1314621.0,Bald Point,Grainger,Populated Place,95.0,FUZZY_GENERAL,"Fuzzy match (score: 90.0), same county"
232,Ball Play,Pickett,,,34051.0,1646923.0,Ball Play,Polk,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
239,Banardsville,Roane,,,28808.0,1310394.0,Barnardsville,Roane,Populated Place,100.0,FUZZY_GENERAL,"Fuzzy match (score: 96.0), same county"
241,Bandmill,Dyer,,,28155.0,1309774.0,Band Mill,Dyer,Populated Place,99.11764705882352,FUZZY_GENERAL,"Fuzzy match (score: 94.11764705882352), same county"
255,Barefield,Rutherford,,1902.0,29195.0,1276293.0,Barfield,Rutherford,Populated Place,99.11764705882352,FUZZY_GENERAL,"Fuzzy match (score: 94.11764705882352), same county"
258,Bargerton,Fentress,,,33899.0,1304956.0,Bargerton,Henderson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
260,Barkertown,Davidson,,,34013.0,1313372.0,Bakertown,Davidson,Populated Place,99.73684210526316,FUZZY_GENERAL,"Fuzzy match (score: 94.73684210526316), same county"
267,Barns,Washington,,,32306.0,1327502.0,Barnes,Washington,Populated Place,95.9090909090909,FUZZY_GENERAL,"Fuzzy match (score: 90.9090909090909), same county"
275,Barnville,Lawrence,,,28738.0,1304965.0,Barnesville,Lawrence,Populated Place,95.0,FUZZY_GENERAL,"Fuzzy match (score: 90.0), same county"
280,Barren Point,Robertson,,,29078.0,1304971.0,Barren Plain,Robertson,Populated Place,90.0,FIRST_WORD,"First word match with suffix 'plain', same county"
309,Bates,Hickman,,,29514.0,1314633.0,Bates,Hickman,Populated Place,100.0,EXACT_MATCH,Exact name and county match
310,Bates Branch,Greene,,1847.0,5551.0,1276459.0,Bates Branch,Decatur,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
310,Bates Branch,Greene,,1847.0,7308.0,1276460.0,Bates Branch,Putnam,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
310,Bates Branch,Greene,,1847.0,14013.0,1276461.0,Bates Branch,Sumner,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
321,Batson,Humphreys,,1850.0,23015.0,1276474.0,Batson Hollow,Humphreys,Valley,95.0,NAME_VARIATION,Name variation: batson hollow
341,Bazet Town,Roane,,,27743.0,1305004.0,Bazel Town,Roane,Populated Place,95.0,FUZZY_GENERAL,"Fuzzy match (score: 90.0), same county"
364,Bearden Hill,Knox,,,33631.0,1305023.0,Bearden,Knox,Populated Place,95.0,NAME_VARIATION,Name variation: bearden
365,Bearfield,Rutherford,,,29195.0,1276293.0,Barfield,Rutherford,Populated Place,99.11764705882352,FUZZY_GENERAL,"Fuzzy match (score: 94.11764705882352), same county"
367,Bearstand,,,,30325.0,1314637.0,Bear Stand,Carter,Populated Place,94.73684210526316,FUZZY_GENERAL,Fuzzy match (score: 94.73684210526316)
374,Beauty Hill,McNairy,,,33487.0,1647075.0,Beauty Hill,McNairy,Populated Place,100.0,EXACT_MATCH,Exact name and county match
380,Beaver Dam,Lewis,,1888.0,1198.0,1311200.0,Beaver Dam (historical),Jefferson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
384,Beaverdam Forks,Hickman,,,12304.0,1276726.0,Beaverdam Creek,Hickman,Stream,90.0,FIRST_WORD,"First word match with suffix 'creek', same county"
384,Beaverdam Forks,Hickman,,,5108.0,1651149.0,Beaverdam Springs,Hickman,Spring,90.0,FIRST_WORD,"First word match with suffix 'springs', same county"
384,Beaverdam Forks,Hickman,,,32369.0,1314643.0,Beaverdam Springs,Hickman,Populated Place,90.0,FIRST_WORD,"First word match with suffix 'springs', same county"
400,Beech Creek,Madison,,,5247.0,1303421.0,Beech Creek,Williamson,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
400,Beech Creek,Madison,,,7798.0,1276810.0,Beech Creek,Davidson,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
400,Beech Creek,Madison,,,7904.0,1276806.0,Beech Creek,Bedford,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
403,Beech Grove,Bedford,,1836.0,1703.0,1313303.0,Beech Grove (historical),Dickson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
403,Beech Grove,Bedford,,1836.0,27670.0,1314650.0,Beech Grove,Hawkins,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
403,Beech Grove,Bedford,,1836.0,28413.0,1314649.0,Beech Grove,Knox,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
408,Beech Grove,Greene,,,1703.0,1313303.0,Beech Grove (historical),Dickson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
408,Beech Grove,Greene,,,27670.0,1314650.0,Beech Grove,Hawkins,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
408,Beech Grove,Greene,,,28413.0,1314649.0,Beech Grove,Knox,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
416,Beech Hill,Hancock,,1903.0,1426.0,1311973.0,Beech Hill (historical),Jackson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
416,Beech Hill,Hancock,,1903.0,29534.0,1314653.0,Beech Hill,Franklin,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
416,Beech Hill,Hancock,,1903.0,30617.0,1276840.0,Beech Hill,Giles,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
419,Beech Hill,Maury,,,1426.0,1311973.0,Beech Hill (historical),Jackson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
419,Beech Hill,Maury,,,29534.0,1314653.0,Beech Hill,Franklin,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
419,Beech Hill,Maury,,,30617.0,1276840.0,Beech Hill,Giles,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
420,Beech Orchard,Bedford,,1828.0,7904.0,1276806.0,Beech Creek,Bedford,Stream,90.0,FIRST_WORD,"First word match with suffix 'creek', same county"
420,Beech Orchard,Bedford,,1828.0,11648.0,1276808.0,Beech Creek,Bedford,Stream,90.0,FIRST_WORD,"First word match with suffix 'creek', same county"
421,Beech Plains,Bedford,,,7904.0,1276806.0,Beech Creek,Bedford,Stream,90.0,FIRST_WORD,"First word match with suffix 'creek', same county"
421,Beech Plains,Bedford,,,11648.0,1276808.0,Beech Creek,Bedford,Stream,90.0,FIRST_WORD,"First word match with suffix 'creek', same county"
425,Beech Springs,Clay,,,33166.0,1276858.0,Beech Springs,Sevier,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
431,Beechville,Williamson,,,790.0,1312461.0,Beachville (historical),Williamson,Populated Place,95.0,FUZZY_GENERAL,"Fuzzy match (score: 90.0), same county"
441,Bell Air,Hardin,1870.0,1871.0,2376.0,1276946.0,Bell Slough,Hardin,Gut,90.0,FIRST_WORD,"First word match with suffix 'slough', same county"
441,Bell Air,Hardin,1870.0,1871.0,10831.0,1276900.0,Bell Branch,Hardin,Stream,90.0,FIRST_WORD,"First word match with suffix 'branch', same county"
454,Bellbuckle,Bedford,,1935.0,31665.0,1276910.0,Bell Buckle,Bedford,Populated Place,100.0,FUZZY_GENERAL,"Fuzzy match (score: 95.23809523809523), same county"
456,Bell Campground,Knox,,,30650.0,1305077.0,Bell Bridge,Knox,Populated Place,90.0,FIRST_WORD,"First word match with suffix 'bridge', same county"
460,Bell Town,Monroe,,,33149.0,1327804.0,Belltown,Monroe,Populated Place,99.11764705882352,FUZZY_GENERAL,"Fuzzy match (score: 94.11764705882352), same county"
471,Belle Meade,Rutherford,,,31975.0,1313022.0,Belle Mead,Rutherford,Populated Place,100.0,FUZZY_GENERAL,"Fuzzy match (score: 95.23809523809523), same county"
480,Bell Mind,Dickson,,,1234.0,1313304.0,Bell Hollow (historical),Dickson,Populated Place,90.0,FIRST_WORD,"First word match with suffix 'hollow', same county"
480,Bell Mind,Dickson,,,13931.0,1276905.0,Bell Branch,Dickson,Stream,90.0,FIRST_WORD,"First word match with suffix 'branch', same county"
482,Bell Mountain,Bedford,,,26338.0,1327557.0,Bell Mountain,Monroe,Summit,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
482,Bell Mountain,Bedford,,,31665.0,1276910.0,Bell Buckle,Bedford,Populated Place,90.0,FIRST_WORD,"First word match with suffix 'buckle', same county"
484,Bells Depot,Crockett,,1894.0,33903.0,1305093.0,Bells,Crockett,Populated Place,95.0,NAME_VARIATION,Name variation: bells
487,Bells Mill,Polk,,1859.0,27797.0,1314659.0,Bells Mill,Grundy,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
490,Belltown,Cheatham,,,29914.0,1276948.0,Bell Town,Cheatham,Populated Place,99.11764705882352,FUZZY_GENERAL,"Fuzzy match (score: 94.11764705882352), same county"
509,Belvidere,Sumner,,1847.0,31014.0,1276984.0,Belvidere,Franklin,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
511,Bembera,Carter,,,31420.0,1303077.0,Bemberg,Carter,Populated Place,90.71428571428572,FUZZY_GENERAL,"Fuzzy match (score: 85.71428571428572), same county"
525,Bent Creek,Jefferson,1832.0,1841.0,12843.0,1277026.0,Bent Creek,Hamblen,Stream,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
527,Benton,Bedford,1834.0,1841.0,1764.0,1310502.0,Benton (historical),Marshall,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
527,Benton,Bedford,1834.0,1841.0,33444.0,1327567.0,Benton,Polk,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
532,Benton Hill,Benton,,1866.0,33457.0,1314664.0,Benton Cut,Benton,Populated Place,90.0,FIRST_WORD,"First word match with suffix 'cut', same county"
534,Benton Station,Benton,,1873.0,31030.0,1327570.0,Benton Station,Polk,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
534,Benton Station,Benton,,1873.0,33457.0,1314664.0,Benton Cut,Benton,Populated Place,90.0,FIRST_WORD,"First word match with suffix 'cut', same county"
548,Bethel,Lewis,,,1354.0,1326712.0,Bethel (historical),Obion,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
548,Bethel,Lewis,,,27765.0,1277094.0,Bethel,Giles,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
548,Bethel,Lewis,,,27798.0,1314668.0,Bethel,Haywood,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
549,Bethel Springs,Madison,,,27750.0,1305159.0,Bethel Springs,McNairy,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
564,Bethlehem,Robertson,,,991.0,1643501.0,Bethlehem (historical),Cannon,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
564,Bethlehem,Robertson,,,27767.0,1277150.0,Bethlehem,Williamson,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
564,Bethlehem,Robertson,,,27799.0,1314674.0,Bethlehem,Henry,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
569,Bethsalem,Bedford,,,32912.0,1646912.0,Bethsalem,McMinn,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
570,Bethpage,Trousdale,,,28910.0,1313647.0,Bethpage,Humphreys,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
570,Bethpage,Trousdale,,,30001.0,1277178.0,Bethpage,Sumner,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
579,Beverly,Rutherford,,1878.0,33764.0,1277202.0,Beverly,Knox,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
592,Big Buck,Shelby,,1842.0,12852.0,1277276.0,Big Creek,Shelby,Stream,90.0,FIRST_WORD,"First word match with suffix 'creek', same county"
602,Big Elm,Rhea,,1859.0,19207.0,1277350.0,Big Neck,Rhea,Cape,90.0,FIRST_WORD,"First word match with suffix 'neck', same county"
609,Big Oak,,,,12421.0,1327627.0,Big Oak Branch,Sullivan,Stream,90.0,NAME_VARIATION,Name variation: big oak branch
611,Big Rock,Dickson,,,21757.0,1277377.0,Big Rock,Hancock,Pillar,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
611,Big Rock,Dickson,,,21758.0,1277377.0,Big Rock,Hawkins,Pillar,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
611,Big Rock,Dickson,,,25233.0,1277375.0,Big Rock,Warren,Pillar,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
614,Big Sandy,Fentress,,,28640.0,1277379.0,Big Sandy,Benton,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
614,Big Sandy,Fentress,,,31927.0,1314681.0,Big Sandy,Washington,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
614,Big Sandy,Fentress,,,7687.0,1277248.0,Big Branch,Fentress,Stream,90.0,FIRST_WORD,"First word match with suffix 'branch', same county"
616,Big Sinks,Union,,,25459.0,1277389.0,Big Sinks,Union,Basin,100.0,EXACT_MATCH,Exact name and county match
629,Bilbrey,Carroll,,1893.0,30811.0,1314683.0,Bilbrey,Putnam,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
636,Binnacle,Cheatham,,1882.0,29165.0,1297677.0,Pinnacle,Cheatham,Populated Place,92.5,FUZZY_GENERAL,"Fuzzy match (score: 87.5), same county"
641,Bird Crossroad,Sevier,,,28881.0,1312978.0,Bird Crossroad,Sevier,Populated Place,100.0,EXACT_MATCH,Exact name and county match
649,Birdville,Cocke,,1902.0,248.0,1309117.0,Birdsville (historical),Cocke,Populated Place,99.73684210526316,FUZZY_GENERAL,"Fuzzy match (score: 94.73684210526316), same county"
651,Bishop,Greene,,1881.0,34122.0,1314686.0,Bishop,Dyer,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
652,Bishop,Warren,,1909.0,34122.0,1314686.0,Bishop,Dyer,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
661,Black Jack,Sumner,,,29830.0,1314688.0,Black Jack,Coffee,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
662,Black Jack (Blackjack),Robertson,,1895.0,29830.0,1314688.0,Black Jack,Coffee,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
662,Black Jack (Blackjack),Robertson,,1895.0,7193.0,1277548.0,Black Branch,Robertson,Stream,90.0,FIRST_WORD,"First word match with suffix 'branch', same county"
692,Blanche,Lawrence,,1959.0,33005.0,1305285.0,Blanche,Lincoln,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
724,Blooming Grove,Lawrence,,,28244.0,1314695.0,Blooming Grove,Giles,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
724,Blooming Grove,Lawrence,,,30154.0,1326732.0,Blooming Grove,Weakley,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
743,Blue Springs,Loudon,,,2442.0,1277783.0,Blue Spring,Loudon,Spring,95.65217391304348,FUZZY_WITH_COUNTY,Fuzzy match in same county (score: 95.65217391304348)
764,Blue Spring Station,Hamilton,,,4534.0,1312606.0,Blue Spring,Hamilton,Spring,95.0,NAME_VARIATION,Name variation: blue spring
765,Blue Spring,Stewart,,1866.0,2435.0,1277776.0,Blue Spring,Marion,Spring,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
765,Blue Spring,Stewart,,1866.0,2436.0,1277777.0,Blue Spring,Franklin,Spring,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
765,Blue Spring,Stewart,,1866.0,2437.0,1277778.0,Blue Spring,Grundy,Spring,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
775,Bluff City,Shelby,,,31850.0,1305320.0,Bluff City,Sullivan,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
781,Bluff Springs,Gibson,,1866.0,33298.0,1314707.0,Bluff Springs,Warren,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
782,Bluff Springs,Hickman,,1891.0,2457.0,1277834.0,Bluff Spring,Hickman,Spring,100.0,FUZZY_GENERAL,"Fuzzy match (score: 96.0), same county"
786,Alexandria,Madison,,,30868.0,1313829.0,Alexandria,DeKalb,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
800,Bogess Cross Roads,Meigs,1881.0,1882.0,29190.0,1305334.0,Boggess Crossroad,Meigs,Populated Place,96.42857142857143,FUZZY_GENERAL,"Fuzzy match (score: 91.42857142857143), same county"
805,Boiling Springs,Fentress,1832.0,1854.0,2463.0,1277887.0,Boiling Spring,Fentress,Spring,100.0,FUZZY_GENERAL,"Fuzzy match (score: 96.55172413793103), same county"
814,Bon Air,Dickson,,,29720.0,1305339.0,Bon Air,White,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
814,Bon Air,Dickson,,,31633.0,1314713.0,Bon Air,Sumner,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
818,Bon Air Springs,White,,1857.0,29720.0,1305339.0,Bon Air,White,Populated Place,95.0,NAME_VARIATION,Name variation: bon air
819,Bon Aqua,Dickson,,1879.0,33739.0,1305340.0,Bon Aqua,Hickman,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
844,Boone Station,Washington,,,27715.0,1277977.0,Boone,Washington,Populated Place,95.0,NAME_VARIATION,Name variation: boone
914,Bradleytown,Dyer,,,33240.0,1309780.0,Bradleytown,Dyer,Populated Place,100.0,EXACT_MATCH,Exact name and county match
942,Brazel Town,Roane,,,27743.0,1305004.0,Bazel Town,Roane,Populated Place,100.0,FUZZY_GENERAL,"Fuzzy match (score: 95.23809523809523), same county"
943,Brazet Town,Roane,,,27743.0,1305004.0,Bazel Town,Roane,Populated Place,90.71428571428572,FUZZY_GENERAL,"Fuzzy match (score: 85.71428571428572), same county"
1008,Broad Valley,White,,,25696.0,1277847.0,Board Valley,White,Valley,96.66666666666666,FUZZY_GENERAL,"Fuzzy match (score: 91.66666666666666), same county"
1008,Broad Valley,White,,,33321.0,1305327.0,Board Valley,White,Populated Place,96.66666666666666,FUZZY_GENERAL,"Fuzzy match (score: 91.66666666666666), same county"
1036,Bear Wallow,Cannon,,,17286.0,330500.0,Bear Wallow,Polk,Valley,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
1036,Bear Wallow,Cannon,,,31117.0,1314638.0,Bear Wallow,Marshall,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
1040,Branchville,Hawkins,,,28902.0,1314724.0,Branchville,Bedford,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
1040,Branchville,Hawkins,,,32582.0,1278229.0,Branchville,Franklin,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
1064,Browns Station,Davidson,,,2501.0,1278630.0,Browns Lake,Davidson,Reservoir,90.0,FIRST_WORD,"First word match with suffix 'lake', same county"
1064,Browns Station,Davidson,,,14351.0,1278624.0,Browns Creek,Davidson,Stream,90.0,FIRST_WORD,"First word match with suffix 'creek', same county"
1073,Browntown,Cannon,,,1491.0,1302708.0,Browntown (historical),Wayne,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
1073,Browntown,Cannon,,,29408.0,1278635.0,Browntown,Cumberland,Populated Place,90.0,FUZZY_GENERAL,"Fuzzy match (score: 100.0), different county"
